Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1037,15989.085,1086.42375,5,4,2,4,"Credit-Builder Loan, Auto Loan, Auto Loan, and Mortgage Loan",13,15,0.5,3,Good,665.82,40.69769935,19 Years and 9 Months,No,33.79702063,80.46523951,Low_spent_Small_value_payments,284.3801149,2023-01-01
CUS_0x1069,58637.34,4799.445,4,6,10,119,"Personal Loan, Auto Loan, and Not Specified",9,17,12.56,5,Standard,208.8,25.23314363,30 Years and 8 Months,Yes,139.8850134,165.2106129,High_spent_Small_value_payments,434.8488737,2023-01-01
CUS_0x114a,15305.46,1230.455,0,7,2,2,"Student Loan, and Home Equity Loan",14,2,15.95,0,Good,642.42_,27.52511298,15 Years and 9 Months,No,20.30165387,64.77848008,Low_spent_Small_value_payments,327.9653661,2023-01-01
CUS_0x1184,19867.475,1396.622917,3,5,11,3,"Student Loan, Mortgage Loan, and Payday Loan",10,9,6.74,4,Good,707.29,26.68978981,32 Years and 8 Months,No,42.60688196,23.46094404,!@9#%8,313.5944657,2023-01-01
CUS_0x1297,57738.06_,4881.505,9,8,30,9,"Payday Loan, Personal Loan, Payday Loan, Personal Loan, Mortgage Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Payday Loan",61,24,14.27,11,Bad,3916.47,25.74214266,13 Years and 8 Months,Yes,296.2841357,53.82117765,High_spent_Medium_value_payments,388.0451866,2023-01-01
CUS_0x12fb,26342.91,1949.2425,6,7,7,1,Credit-Builder Loan,23,14,17.6,3,Standard,397.9,33.21173803,22 Years and 0 Months,Yes,57567.0,48.05730642,High_spent_Large_value_payments,365.283733,2023-01-01
CUS_0x1325,35823.96,2937.33,6,547,22,5,"Not Specified, Personal Loan, Auto Loan, Not Specified, and Debt Consolidation Loan",39,17,7.35,8,Bad,3029.92,31.56717092,9 Years and 9 Months,Yes,112.4357847,148.5160712,High_spent_Small_value_payments,292.7811441,2023-01-01
CUS_0x1341,15341.895,1035.49125,6,7,3,1,Debt Consolidation Loan,20,8,7.71,2,_,1152.71,24.1344052,21 Years and 4 Months,NM,6.981993019,81.56430855,Low_spent_Medium_value_payments,295.0028234,2023-01-01
CUS_0x1375,72524.2,5908.683333,6,5,17,3,"Mortgage Loan, Debt Consolidation Loan, and Home Equity Loan",46,23,8.74,9,Bad,2699.4,23.07038842,15 Years and 4 Months,Yes,153.0334569,606.4565261,Low_spent_Medium_value_payments,111.3783504,2023-01-01
CUS_0x13a8,97059,8295.25,3,2,9,0,,9,10,9.94,5,Good,192.99,39.93996906,33 Years and 5 Months,No,0.0,210.6193926,High_spent_Large_value_payments,858.9056074,2023-01-01
