Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1011,58918.47,5208.8725,3,3,17,3,"Student Loan, Credit-Builder Loan, and Debt Consolidation Loan",27,13,14.42,7,Standard,473.14,27.82995908,15 Years and 10 Months,Yes,123.4349388,383.3508446,Low_spent_Medium_value_payments,294.1014666,2023-11-01
CUS_0x1018,61194.81,5014.5675,7,7,23,8,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Not Specified, Student Loan, Home Equity Loan, Personal Loan, and Credit-Builder Loan",19,22,28.63,8,Bad,2773.09,27.26845771,14 Years and 3 Months,Yes,225.3686914,166.5306299,High_spent_Medium_value_payments,359.5574287,2023-11-01
CUS_0x1041,8978.11,894.1758333,8,8,30,9,"Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Not Specified, and Student Loan",50,17,18.48,10,Bad,4913.15,37.74656726,10 Years and 5 Months,Yes,57.67965791,43.56585815,High_spent_Small_value_payments,248.1720673,2023-11-01
CUS_0x105b,34428.21,2289.5937,2,4,8,0,,8,11,8.51,0,_,180.7,35.13053991,27 Years and 6 Months,No,285.4237997,61.13170395,!@9#%8,446.370046,2023-11-01
CUS_0x107c,49718.55_,4179.2125,7,10,27,6_,"Payday Loan, Mortgage Loan, Home Equity Loan, Payday Loan, Auto Loan, and Auto Loan",27,17,10.5,7,Bad,1920.25,30.10963834,14 Years and 0 Months,Yes,231.9567806,430.8839387,Low_spent_Small_value_payments,45.08053062,2023-11-01
CUS_0x1107,28952.76,2338.73,7,9,21,8,"Personal Loan, Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, and Not Specified",38,25,2.46,16,Bad,2717.85,28.62953826,1 Years and 2 Months,Yes,155.779989,56.77780418,!@9#%8,261.3152068,2023-11-01
CUS_0x117f,93847.86_,7599.655,3,4,12,3,"Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",14,10,11.52,5,Standard,1405.22,28.96635605,16 Years and 5 Months,No,196.7267019,522.5572279,Low_spent_Large_value_payments,310.6815702,2023-11-01
CUS_0x11a4,44295.54,3677.295,8,6,30,2,"Credit-Builder Loan, and Student Loan",38,21,8.96,8,Standard,1280.42,37.28447193,12 Years and 9 Months,Yes,65.57597408,74.61308705,High_spent_Medium_value_payments,477.5404389,2023-11-01
CUS_0x123d,7703.635,651.9695833,6,8,18,6,"Auto Loan, Home Equity Loan, Student Loan, Home Equity Loan, Home Equity Loan, and Student Loan",54,19,16.05,15,Bad,3044.94,26.7016519,2 Years and 8 Months,Yes,32.08109831,49.09496419,Low_spent_Small_value_payments,274.0208958,2023-11-01
CUS_0x1281,8780.975,435.7479167,5,4,20,6,"Debt Consolidation Loan, Not Specified, Home Equity Loan, Not Specified, Student Loan, and Debt Consolidation Loan",16,8,14.82,4,Standard,851.71,38.9583947,11 Years and 3 Months,Yes,36.74831398,52.84878987,Low_spent_Small_value_payments,243.9776878,2023-11-01
