Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x107e,75095.91,6269.9925,5,6,15,6,"Personal Loan, Payday Loan, Personal Loan, Student Loan, Home Equity Loan, and Payday Loan",9,10,20.53,8,Standard,989.71,24.21913739,12 Years and 0 Months,Yes,78446.0,__10000__,Low_spent_Medium_value_payments,234.0665603,2024-11-01
CUS_0x10b3,136150.6,11127.88333,1,5,9,3,"Student Loan, Student Loan, and Auto Loan",10,3,10.72,3,_,260.29,35.95859451,27 Years and 4 Months,NM,177.6540722,1302.357431,Low_spent_Small_value_payments,898.3588009,2024-11-01
CUS_0x10df,9929.235,828.43625,4,8,23,3,"Not Specified, Auto Loan, and Student Loan",16,18_,11.5,14,Standard,2328.08,36.50926646,7 Years and 2 Months,Yes,18.12096644,74.96443136,Low_spent_Small_value_payments,260.9159335,2024-11-01
CUS_0x10e7,64933.76,5368.146667,3,3,33,-100,"Mortgage Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan",15,19,13.04,11,Standard,2699.17_,24.9586382,14 Years and 4 Months,Yes,193.6925821,186.1466654,High_spent_Medium_value_payments,406.9754192,2024-11-01
CUS_0x1144,135851.24,11418.93667,4,4,18,2,"Home Equity Loan, and Auto Loan",28,19,11.19,13,Standard,695.12,32.63187455,25 Years and 2 Months,Yes,206.5571936,1139.083737,Low_spent_Medium_value_payments,76.25273595,2024-11-01
CUS_0x1152,31316.47,2510.705833,0,2,6,2,"Payday Loan, and Personal Loan",13,5,5.44,1,Good,800.89,36.45165605,18 Years and 6 Months,No,26959.0,124.9767884,High_spent_Small_value_payments,355.2718152,2024-11-01
CUS_0x11ae,14550.52,1392.543333,7,10,25,9,"Personal Loan, Not Specified, Home Equity Loan, Home Equity Loan, Personal Loan, Auto Loan, Home Equity Loan, Auto Loan, and Personal Loan",43,20,23.08,6,_,4444.99,25.5694829,11 Years and 0 Months,Yes,95.91103045,123.1387102,Low_spent_Small_value_payments,210.2045927,2024-11-01
CUS_0x1231,30739.3_,2298.608333,4,4,13,6,"Student Loan, Personal Loan, Payday Loan, Payday Loan, Student Loan, and Student Loan",15,8,16.7,5,Standard,1365.58,23.4031424,18 Years and 2 Months,Yes,135.2381411,106.4532641,High_spent_Small_value_payments,248.1694282,2024-11-01
CUS_0x126d,34710.6_,3170.55,6,3,20,-100,"Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Student Loan, Payday Loan, Not Specified, and Mortgage Loan",22,10,14.76,10,Standard,1462.53,33.98902252,15 Years and 0 Months,Yes,197.1080746,324.462408,Low_spent_Small_value_payments,85.48451747,2024-11-01
CUS_0x127d,15096.85,1033.070833,8,6,20,4,"Home Equity Loan, Home Equity Loan, Home Equity Loan, and Payday Loan",18,20,8.76,6,_,1928.03,32.51655851,17 Years and 3 Months,Yes,35.31355867,63.66859961,High_spent_Small_value_payments,264.3249251,2024-11-01
CUS_0x1298,102080.46,8299.705,5,6,10,4,"Personal Loan, Debt Consolidation Loan, Mortgage Loan, and Debt Consolidation Loan",17,15,11.17,1,Standard,89.98,33.24202401,24 Years and 4 Months,Yes,223.3990346,412.5934587,!@9#%8,453.9780067,2024-11-01
CUS_0x12a4,78094.28,6755.856667,10,7,15,5,"Personal Loan, Not Specified, Home Equity Loan, Home Equity Loan, and Auto Loan",62,19,6.92,12,Bad,1695.41,38.27982816,19 Years and 8 Months,Yes,270.6398053,68.31523136,High_spent_Large_value_payments,576.63063,2024-11-01
CUS_0x138d,88069.62,7552.135,162,7,5,3,"Payday Loan, Mortgage Loan, and Credit-Builder Loan",5,8,13.72,7,Good,1096.06,24.55571255,21 Years and 7 Months,No,151.489409,693.2090066,Low_spent_Small_value_payments,200.5150843,2024-11-01
CUS_0x13fb,23537.54,1906.461667,7,4,8,3,"Mortgage Loan, Mortgage Loan, and Auto Loan",16,22,7.13,6,Standard,174.06,25.39130848,9 Years and 8 Months,Yes,53.55830614,60.69782011,High_spent_Small_value_payments,336.3900404,2024-11-01
CUS_0x1535,31396.36,2469.363333,2,3,12,3,"Not Specified, Mortgage Loan, and Not Specified",5,3,11.13,8,_,1294.44,28.19579487,24 Years and 9 Months,No,70.75495153,__10000__,Low_spent_Small_value_payments,218.3093672,2024-11-01
CUS_0x1551,16674.01,1342.500833,1,4,5,-100,Auto Loan,11,7,-3.97,4,Good,1471.88,25.69556274,16 Years and 5 Months,NM,13.63231056,39.53110724,High_spent_Small_value_payments,341.0866655,2024-11-01
CUS_0x158e,36638.43,2807.2025,3,6,20,-100,"Mortgage Loan, Personal Loan, Home Equity Loan, and Student Loan",14,12,14.63,4,Standard,110.35,40.38555017,21 Years and 11 Months,Yes,120.7937025,96.74784653,High_spent_Medium_value_payments,313.178701,2024-11-01
CUS_0x15a9,10737.365,884.7804167,8,4,14,4,"Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, and Personal Loan",18,16,16.61,8,Standard,1126.18,38.02931709,19 Years and 0 Months,Yes,19.50258106,28.45240848,High_spent_Small_value_payments,300.5230521,2024-11-01
CUS_0x174b,22709.37,2115.4475,6,5,19,2,"Personal Loan, and Debt Consolidation Loan",20,11,17.62,8,Standard,412.53,35.8012918,26 Years and 8 Months,Yes,77114.0,99.74583122,Low_spent_Medium_value_payments,366.3601387,2024-11-01
CUS_0x178d,34974.41,2998.534167,6,4,18,0,,24,9,8.14,1,Standard,505.88,24.67454638,32 Years and 0 Months,NM,0.0,190.4614591,High_spent_Small_value_payments,369.3919576,2024-11-01
CUS_0x1799,17098.88,1555.906667,7,4,9,4,"Debt Consolidation Loan, Payday Loan, Personal Loan, and Payday Loan",13,20,7.14,5,Standard,1408.73,38.87421077,26 Years and 4 Months,Yes,51.67002068,122.3672289,Low_spent_Small_value_payments,271.5534171,2024-11-01
CUS_0x1835,34888.64,2771.386667,5,5,20,3,"Credit-Builder Loan, Credit-Builder Loan, and Mortgage Loan",29,16,17.08,6,_,817.6,24.77015162,8 Years and 11 Months,Yes,46.09169698,96.82983022,High_spent_Small_value_payments,394.2171395,2024-11-01
CUS_0x1837,34180.94_,2685.411667,6,5,19,7,"Home Equity Loan, Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, and Payday Loan",62,22,-3.37,10,Bad,3375.66_,25.15542604,8 Years and 1 Months,Yes,135.8522951,265.8154695,Low_spent_Small_value_payments,156.873402,2024-11-01
