Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1026,170614.28,14463.85667,2,6,9,2,"Payday Loan, and Auto Loan",0,5,0.73,3,Good,849.69,31.75752066,20 Years and 8 Months,No,208.9074794,184.2778715,High_spent_Medium_value_payments,1303.200316,2023-10-01
CUS_0x109b,31641.93,2610.8275,4,6,7,3,"Personal Loan, Student Loan, and Personal Loan",25,12,3.37,1,Standard,583.6,40.34938872,20 Years and 5 Months,No,60.33629927,84.09047926,Low_spent_Small_value_payments,344.6589324,2023-10-01
CUS_0x10ff,16341.075,1292.75625,4,4,6,2,"Auto Loan, and Student Loan",8,20,_,4,Standard,684.05,39.40519544,17 Years and 1 Months,No,16.96046046,151.9541276,Low_spent_Small_value_payments,250.3610369,2023-10-01
CUS_0x1100,43062.54_,3607.545,6,10,23,2,"Mortgage Loan, and Student Loan",55,20,19.05,13,Standard,2169.75,30.04262297,15 Years and 3 Months,Yes,47.49981874,71.94658529,High_spent_Medium_value_payments,491.308096,2023-10-01
CUS_0x112f,75506.42,6050.201667,1,4,5,1,Auto Loan,1,2,3.44,7,Good,1069.19,39.8489185,23 Years and 8 Months,No,60.90364323,278.2980759,Low_spent_Small_value_payments,555.8184476,2023-10-01
CUS_0x1134,15279.545,1517.791627,0,5,8,3,"Credit-Builder Loan, Mortgage Loan, and Debt Consolidation Loan",1,4,6.99,7,Good,168.35,27.60211956,30 Years and 10 Months,No,76.53930322,17.68009949,!@9#%8,349.8139285,2023-10-01
CUS_0x1168,76440.52,6647.043333,0,4,9,2,"Mortgage Loan, and Student Loan",7,2,10.85,4,Good,998.47,36.40236238,20 Years and 9 Months,No,96.74970979,547.8585913,Low_spent_Medium_value_payments,300.0960323,2023-10-01
CUS_0x12e7,46874.85,4082.2375,9,5,15,-100,"Payday Loan, and Personal Loan",50,21,8,9,Bad,1913.66,34.61525703,17 Years and 10 Months,Yes,70.54051854,146.9862281,Low_spent_Large_value_payments,460.6970034,2023-10-01
CUS_0x138e,85918.76,7210.896667,3,4,2,4,"Credit-Builder Loan, Home Equity Loan, Personal Loan, and Home Equity Loan",19,13,3.46,2,Good,351.62,25.23464557,26 Years and 0 Months,No,276.1133391,47.31442721,High_spent_Large_value_payments,637.6619003,2023-10-01
CUS_0x147c,39357.45_,3125.7875,3,4,6,3,"Payday Loan, Payday Loan, and Home Equity Loan",10,4,8.16,2,_,1170.76,35.48153732,25 Years and 4 Months,No,85.72237199,83.45784436,Low_spent_Large_value_payments,413.3985336,2023-10-01
CUS_0x1498,53869.44,4359.12,9,9,24,9,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Student Loan, Mortgage Loan, Home Equity Loan, Personal Loan, Personal Loan, and Home Equity Loan",20,18,24.05,12,Bad,4404.08,26.43925977,9 Years and 10 Months,Yes,253.2125633,__10000__,High_spent_Medium_value_payments,292.0164259,2023-10-01
CUS_0x14f5,36348.06_,3265.005,6,5,32,9,"Payday Loan, Not Specified, Auto Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Student Loan, Debt Consolidation Loan, and Payday Loan",50,22,5.07,9,Bad,4974.81,33.61150653,3 Years and 11 Months,Yes,149.3999182,305.4816042,Low_spent_Medium_value_payments,151.6189776,2023-10-01
CUS_0x16a5,10027.07_,896.5891667,8,5,9,3,"Auto Loan, Mortgage Loan, and Home Equity Loan",9,17,1.77,5,Standard,168.72,23.31224233,21 Years and 2 Months,No,73384.0,32.74322333,Low_spent_Medium_value_payments,323.5543352,2023-10-01
CUS_0x16d3,34204.91,3056.409167,4,5,10,3,"Credit-Builder Loan, Home Equity Loan, and Student Loan",22,-3,_,4,Good,1319.24,28.1503461,32 Years and 9 Months,No,73.3462592,115.0294175,High_spent_Medium_value_payments,367.26524,2023-10-01
CUS_0x1748,179987.28,14816.94,5,5,8,4,"Mortgage Loan, Auto Loan, Personal Loan, and Credit-Builder Loan",14,8,-3.46,1,Good,741.28,43.96243209,21 Years and 2 Months,No,417.8439911,135.9553521,High_spent_Large_value_payments,1167.894657,2023-10-01
CUS_0x1773,17663.535,1767.96125,0,3,3,1,Auto Loan,6,9,4.39,1,Good,1327.57,32.73516487,18 Years and 5 Months,No,10.62923,70.52374394,Low_spent_Large_value_payments,365.6431511,2023-10-01
CUS_0x188f,14311.415,1472.617917,2,7,9,0,,1,8,9.31,7,_,541.18,32.38957792,25 Years and 11 Months,No,0.0,76.0720118,Low_spent_Small_value_payments,361.1897799,2023-10-01
CUS_0x18af,56604.96,4515.08,6,8,19,9,"Not Specified, Credit-Builder Loan, Mortgage Loan, Student Loan, Payday Loan, Not Specified, Payday Loan, Auto Loan, and Mortgage Loan",20,19,6.09,11,Bad,4870.27,34.17053613,2 Years and 11 Months,Yes,374.1427095,147.7006898,Low_spent_Medium_value_payments,209.6646007,2023-10-01
CUS_0x1912,157577,12912.41667,5,1,6,1,Not Specified,8,5,10.46,4,Good,527.54,37.04668562,24 Years and 2 Months,No,73.21934851,324.9462319,High_spent_Large_value_payments,1133.076086,2023-10-01
