Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1056,16053.86,1196.821667,8,6,24,5,"Student Loan, Student Loan, Not Specified, Personal Loan, and Debt Consolidation Loan",27,18,0.83,12,Bad,2107.76,36.85466927,16 Years and 2 Months,Yes,44.86029054,154.068624,Low_spent_Small_value_payments,210.7532521,2023-04-01
CUS_0x11fc,38735.57,3187.964167,2,4,3,2,"Payday Loan, and Debt Consolidation Loan",15,11,8.06,2,Good,800.94,36.78575375,17 Years and 5 Months,No,43.9437508,125.3659022,Low_spent_Large_value_payments,419.4867636,2023-04-01
CUS_0x1216,20143.27,1550.605833,10,8,27,2,"Not Specified, and Credit-Builder Loan",44,15,9.44,17,Standard,1693.73,36.30136464,10 Years and 10 Months,Yes,30.35920814,141.8965548,Low_spent_Small_value_payments,272.8048203,2023-04-01
CUS_0x1285,10692.16,817.0133333,8,4,16,0,,17,12,10.29,4,Standard,1350.85,34.60893055,32 Years and 0 Months,Yes,0.0,71.94175177,Low_spent_Large_value_payments,279.7595816,2023-04-01
CUS_0x12be,15717.275,1131.034316,1,5,8,1,Credit-Builder Loan,-1,8,7.03,1,Good,1020.27,26.46211532,31 Years and 5 Months,No,152.1814754,146.8495463,Low_spent_Small_value_payments,257.7848702,2023-04-01
CUS_0x12c1,85760.85,7172.7375,2,6,5,4,"Student Loan, Home Equity Loan, Home Equity Loan, and Credit-Builder Loan",16,3,10.92,3,Good,695.2,28.054554,31 Years and 3 Months,No,171.4301979,515.1066585,Low_spent_Large_value_payments,300.7368936,2023-04-01
CUS_0x130b,79005,6860.75,5,7,20,2,"Not Specified, and Student Loan",11,13,2.74,7,Standard,876.69,37.9759141,27 Years and 4 Months,No,68.49550493,308.7771491,High_spent_Small_value_payments,568.802346,2023-04-01
CUS_0x141d,44323.29,3909.6075,10,5,22,-100,"Mortgage Loan, Payday Loan, Mortgage Loan, Payday Loan, and Auto Loan",25,20,19.8,9,Bad,3089.47,39.91087515,12 Years and 6 Months,NM,184.40581,76.57873781,High_spent_Large_value_payments,369.9762022,2023-04-01
CUS_0x1431,110525.97_,9471.4975,7,7,9,5,"Not Specified, Not Specified, Not Specified, Payday Loan, and Payday Loan",21,16,10.27,8,Standard,993.71,38.92767664,8 Years and 11 Months,Yes,267.3351804,142.0067414,High_spent_Medium_value_payments,787.8078282,2023-04-01
CUS_0x148b,144342.8,12040.56667,7,5,11,0,,5,12,15.52,3,Standard,334.24,34.88980776,15 Years and 9 Months,Yes,0.0,149.4103601,High_spent_Large_value_payments,1294.646307,2023-04-01
CUS_0x14b4,32473,2797.083333,4,5,6,0,,14,-2,8.57,3,Good,549.95,33.71658304,21 Years and 1 Months,No,0.0,87.6960734,High_spent_Small_value_payments,452.0122599,2023-04-01
CUS_0x14ff,14792.57,1181.714167,10,7,20,8,"Student Loan, Auto Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, Payday Loan, Payday Loan, and Home Equity Loan",54,21,18.8,13,Bad,4955.69,29.74724078,9 Years and 8 Months,Yes,54.28779797,64.3522982,High_spent_Small_value_payments,259.5313205,2023-04-01
CUS_0x1537,40430.92,3489.243333,6,8,15,9,"Mortgage Loan, Personal Loan, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, Home Equity Loan, and Not Specified",34,25,4.85,14,_,1783.53,32.76037932,6 Years and 8 Months,Yes,256.8423515,27.61395843,High_spent_Large_value_payments,304.4680234,2023-04-01
CUS_0x163c,61465.78,5082.148333,2,3,11,1,Debt Consolidation Loan,0,10,3.17,2,Good,608.87,33.05230838,18 Years and 5 Months,No,31.65073721,154.6456171,Low_spent_Large_value_payments,591.9184791,2023-04-01
CUS_0x1746,36886.06,3292.838333,4,5,8,7,"Personal Loan, Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Personal Loan, and Mortgage Loan",5,18,17.73,8,Standard,1347.86,34.41041435,19 Years and 10 Months,Yes,133.1288213,272.9089073,High_spent_Small_value_payments,343.5579838,2023-04-01
CUS_0x1755,13990.925,1309.910417,8,6,18,6,"Auto Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan, Debt Consolidation Loan, and Personal Loan",7,7,18.31,9,Standard,1313.3,29.38723125,20 Years and 0 Months,NM,50.09175625,154.553222,Low_spent_Small_value_payments,216.3460634,2023-04-01
CUS_0x17d1,27767.57,2355.964167,5,7,20,0,,19,17,9.81,4,Standard,1262.27,39.48528551,23 Years and 6 Months,Yes,0.0,25.77329838,High_spent_Medium_value_payments,459.8231183,2023-04-01
CUS_0x1894,20063.03,1460.919167,3,5,15,3,"Student Loan, Payday Loan, and Credit-Builder Loan",18,6,8.55,10,Standard,1598.32,31.13213961,10 Years and 2 Months,Yes,36.89906434,103.6448356,Low_spent_Large_value_payments,275.5480167,2023-04-01
CUS_0x18b9,10265.69,1112.474167,9,7,24,9,"Payday Loan, Home Equity Loan, Not Specified, Personal Loan, Personal Loan, Payday Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",61,23,0.68,12,Bad,1464.67,30.018851,15 Years and 11 Months,Yes,48.41163874,52.96553301,Low_spent_Small_value_payments,299.8702449,2023-04-01
CUS_0x1911,66509.88,5708.49,1,4,4,1,Not Specified,10,3,0.9,0,Good,461.03,25.14431484,19 Years and 5 Months,NM,30.37073526,67.65998713,High_spent_Large_value_payments,712.8182776,2023-04-01
CUS_0x1924,17273.83,1276.485833,4,3,8,1,Payday Loan,3,4,9.68,5,Good,210.93,36.13739524,21 Years and 7 Months,No,9.457421887,71.41732411,Low_spent_Medium_value_payments,326.7738373,2023-04-01
CUS_0x192f,69304.04,5695.336667,5,7,11,7_,"Not Specified, Personal Loan, Not Specified, Home Equity Loan, Personal Loan, Payday Loan, and Credit-Builder Loan",27,8,7.76,5,Standard,1760.52,30.55943472,16 Years and 0 Months,Yes,325.4218987,69.49446093,High_spent_Medium_value_payments,424.617307,2023-04-01
CUS_0x197f,35669.97,3196.4975,5,7,19,-100,"Student Loan, and Home Equity Loan",14,16,14.45,6,Standard,657.81,36.66679653,16 Years and 6 Months,Yes,57.64795768,60.27649453,High_spent_Medium_value_payments,451.7252978,2023-04-01
CUS_0x1a8d,9970.16,620.8539087,7,6,23,8,"Payday Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Payday Loan, Home Equity Loan, Not Specified, and Debt Consolidation Loan",36,25,19.84,10,Bad,2663.53,30.97460006,8 Years and 9 Months,Yes,46.99372168,46.27569263,Low_spent_Small_value_payments,264.3080103,2023-04-01
CUS_0x1b0f,33559.26,2732.605,6,8,20,3,"Mortgage Loan, Personal Loan, and Personal Loan",16,21,_,12,Bad,2115.47,31.41857166,9 Years and 0 Months,Yes,77.7638581,205.2262642,!@9#%8,260.2703777,2023-04-01
CUS_0x1b56,49460.16,4270.68,9,6,18,5,"Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Credit-Builder Loan",56,14,17.82,15,Standard,1720.99,27.35010801,6 Years and 3 Months,Yes,197.6739058,154.4260103,High_spent_Medium_value_payments,324.9680839,2023-04-01
CUS_0x1b59,15400.91,1206.409167,6,5,13,4,"Student Loan, Auto Loan, Personal Loan, and Mortgage Loan",0,22,16.22,6,Standard,854.43,37.71858314,18 Years and 5 Months,Yes,71669.0,89.54611845,Low_spent_Medium_value_payments,273.9183433,2023-04-01
CUS_0x1be4,28491.46,2273.288333,9,7,25,7,"Personal Loan, Auto Loan, Mortgage Loan, Student Loan, Personal Loan, Student Loan, and Auto Loan",46,21,16.6,14,Bad,3603.74,31.7402862,6 Years and 11 Months,Yes,127.8849708,200.1301852,Low_spent_Small_value_payments,189.3136773,2023-04-01
CUS_0x1c5d,19121.21,1501.434167,8,7,15,7,"Debt Consolidation Loan, Not Specified, Not Specified, Not Specified, Credit-Builder Loan, Credit-Builder Loan, and Not Specified",20,16,13.94,6,Standard,448.39,39.24866033,15 Years and 4 Months,Yes,79.71165235,56.52354783,!@9#%8,293.9082165,2023-04-01
CUS_0x1cc0,95189.64,7924.47,5,3,2,4,"Student Loan, Payday Loan, Not Specified, and Student Loan",5,2,7.74,1,Good,722.48,24.95217535,25 Years and 5 Months,No,203.6611796,57.42083091,High_spent_Large_value_payments,771.3649895,2023-04-01
CUS_0x1cd1,51200.46,4108.705,7,9,22,5,"Not Specified, Auto Loan, Not Specified, Personal Loan, and Credit-Builder Loan",48,22,8.15,7,Bad,4126.76,34.75297068,13 Years and 5 Months,Yes,151.5022708,__10000__,High_spent_Medium_value_payments,410.3851301,2023-04-01
CUS_0x1d7a,14226.81,1238.5675,10,10,24,7_,"Debt Consolidation Loan, Debt Consolidation Loan, Personal Loan, Not Specified, Payday Loan, Mortgage Loan, and Home Equity Loan",51,20,26.73,12,_,3343.19,33.09162028,12 Years and 2 Months,NM,43.52850754,79.13163744,Low_spent_Medium_value_payments,281.196605,2023-04-01
CUS_0x1def,14411.9,1302.836033,6,8,24,7,"Mortgage Loan, Not Specified, Not Specified, Debt Consolidation Loan, Personal Loan, Mortgage Loan, and Mortgage Loan",20,18,25.8,7,Bad,3640.4,39.07075713,9 Years and 10 Months,Yes,99.81830899,139.3155306,Low_spent_Small_value_payments,212.1209603,2023-04-01
CUS_0x1e48,73639.72,6119.643333,6,7,18,0,,28,13,15.06,3,Standard,1433.03,40.64687937,19 Years and 9 Months,NM,0.0,143.1669391,High_spent_Medium_value_payments,718.7973943,2023-04-01
CUS_0x1e4d,146729.64,12495.47,3,4,17,3,"Personal Loan, Credit-Builder Loan, and Auto Loan",15,18,6.91,3,Standard,90.89,26.56697778,17 Years and 2 Months,No,343.1160893,1204.405907,Low_spent_Medium_value_payments,585.2255726,2023-04-01
CUS_0x1e6b,62846.31,5393.1925,9,8,20,7,"Not Specified, Credit-Builder Loan, Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Not Specified",40,18,1.79,10,_,4073.62,26.92229073,2 Years and 4 Months,Yes,284.9829196,189.3383909,High_spent_Medium_value_payments,314.9979395,2023-04-01
CUS_0x1e9b,7441.295_,822.5517437,5,8,33,6,"Mortgage Loan, Mortgage Loan, Not Specified, Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",15,13,17.12,13,Standard,2569.3,40.21311734,6 Years and 2 Months,Yes,75.97491615,91.76773491,Low_spent_Small_value_payments,260.1243135,2023-04-01
CUS_0x1e9e,35812.37,2794.364167,5,4,6,-100,"Home Equity Loan, and Student Loan",16,17,13.99,10,Standard,310.91,27.05165201,6 Years and 2 Months,Yes,32.0123958,356.9523931,Low_spent_Small_value_payments,180.4716278,2023-04-01
CUS_0x1efc,77463.99,6388.3325,7,6,15,2,"Auto Loan, and Debt Consolidation Loan",25,15,2.42,1761,Standard,451.63,33.76708825,17 Years and 3 Months,No,80.87723029,621.3233238,Low_spent_Medium_value_payments,216.6326959,2023-04-01
CUS_0x1f9e,24894.05,2371.504167,8,3,8,0,,23,10,2.3,5,_,86.43,33.83749258,33 Years and 7 Months,No,0.0,139.6363457,Low_spent_Small_value_payments,387.514071,2023-04-01
CUS_0x2048,20934.49,1619.540833,6,7,7,7,"Payday Loan, Student Loan, Not Specified, Not Specified, Mortgage Loan, Personal Loan, and Not Specified",28,16,14.95,10,_,637.11,30.49809106,15 Years and 10 Months,NM,85.94405597,52.14768213,High_spent_Small_value_payments,283.8623452,2023-04-01
CUS_0x207a,22251.84,1799.32,4,2,6,3,"Payday Loan, Home Equity Loan, and Mortgage Loan",13,7,11.6,1,Good,310.58,38.20128326,21 Years and 8 Months,No,46.01980317,61.34118116,High_spent_Medium_value_payments,322.5710157,2023-04-01
CUS_0x2084,38321.39_,3106.647859,4,4,3,4,"Student Loan, Debt Consolidation Loan, Student Loan, and Mortgage Loan",6,7,1.59,6,_,678.57,28.95169053,17 Years and 6 Months,No,362.0724534,259.135635,Low_spent_Medium_value_payments,242.0381355,2023-04-01
CUS_0x20fe,21085.67,1919.139167,5,7,11,1,Payday Loan,30,15,4.78,6,Good,1384.38,30.18124725,30 Years and 9 Months,No,10.65335359,250.1205753,Low_spent_Small_value_payments,221.1399878,2023-04-01
CUS_0x2123,15094.925,1342.910417,3,5,1,0,,14,11,9.56,3,_,268.53,30.38810516,24 Years and 2 Months,No,0.0,61.47365113,!@9#%8,362.8173905,2023-04-01
CUS_0x2126,19395.73,1550.310833,5,4,17,6,"Payday Loan, Personal Loan, Payday Loan, Not Specified, Not Specified, and Auto Loan",14,19,9.33,8,Standard,2694.8,27.16117889,11 Years and 8 Months,Yes,60.38789858,174.51128,Low_spent_Small_value_payments,210.1319048,2023-04-01
CUS_0x21a1,20326.87,1396.905833,9,10,28,-100,"Student Loan, Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, and Not Specified",60,21,18.71,11,Bad,2514.62,24.19283461,7 Years and 11 Months,Yes,43036.0,80.77299734,Low_spent_Small_value_payments,295.0052273,2023-04-01
CUS_0x21c3,73095.76,6077.313333,8,10,16,5,"Student Loan, Personal Loan, Personal Loan, Payday Loan, and Debt Consolidation Loan",42,25_,25.06,13,Bad,3617.11,32.91116383,5 Years and 2 Months,Yes,211.0664122,166.7317139,High_spent_Medium_value_payments,479.9332072,2023-04-01
CUS_0x2246,79708.89,6593.4075,4,5,17,2,"Home Equity Loan, and Student Loan",24,19,4.01,7,Standard,1262.12,29.70312442,28 Years and 5 Months,NM,125.3996585,211.3632131,High_spent_Small_value_payments,582.5778784,2023-04-01
