Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1013,98620.98,7962.415,3,3,6,3,"Student Loan, Debt Consolidation Loan, and Personal Loan",12,9,1.33,3,Good,1233.51,26.52486358,17 Years and 10 Months,No,228.0180837,332.333708,High_spent_Medium_value_payments,485.8897084,2023-12-01
CUS_0x104a,14981.39,1461.449167,2,7,5,4,"Mortgage Loan, Auto Loan, Not Specified, and Payday Loan",5,6,0.63,4,Good,1122.46,39.64164182,32 Years and 3 Months,No,38.11596752,164.8891815,Low_spent_Small_value_payments,233.1397677,2023-12-01
CUS_0x1063,128698.76,10628.89667,7,5,10,4,"Personal Loan, Mortgage Loan, Payday Loan, and Debt Consolidation Loan",8,14,10.67,12,_,583.11,28.44037043,16 Years and 11 Months,Yes,251.6127821,136.3149548,High_spent_Large_value_payments,914.9619298,2023-12-01
CUS_0x10d7,15968.14,1380.678333,7,7,21,9,"Personal Loan, Auto Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, Auto Loan, Student Loan, Personal Loan, and Personal Loan",37,21,17.26,14,Bad,4912.8,39.89441607,12 Years and 4 Months,Yes,77.99711822,128.5986713,Low_spent_Medium_value_payments,211.4720438,2023-12-01
CUS_0x10fd,39576.59,3199.049167,0,7,2,4,"Personal Loan, Mortgage Loan, Home Equity Loan, and Home Equity Loan",14,4,4.62,3,_,226.37,29.32616604,19 Years and 11 Months,No,124.3108391,104.7631642,High_spent_Medium_value_payments,340.8309134,2023-12-01
CUS_0x1139,94991.82,8144.985,7,6,13,0,,18,16,24.45,6,_,1320.61,39.28777693,26 Years and 5 Months,Yes,0.0,105.98186,High_spent_Large_value_payments,948.51664,2023-12-01
CUS_0x1207,19506.73,1491.560833,9,7,22,6,"Personal Loan, Debt Consolidation Loan, Student Loan, Auto Loan, Student Loan, and Mortgage Loan",47,12,2.69,15,Bad,1594.83,24.27466086,14 Years and 10 Months,Yes,59.13404169,149.6877643,Low_spent_Small_value_payments,230.3342773,2023-12-01
CUS_0x1250,72503.56,5974.963333,6,8,31,9,"Credit-Builder Loan, Not Specified, Student Loan, Credit-Builder Loan, Personal Loan, Auto Loan, Student Loan, Not Specified, and Mortgage Loan",60,18,22.41,15,Bad,4205.6,35.85849513,13 Years and 8 Months,Yes,362.8461015,107.3564851,High_spent_Medium_value_payments,377.2937468,2023-12-01
CUS_0x12f2,59237.96,4693.496667,10,7,18,8,"Auto Loan, Payday Loan, Payday Loan, Payday Loan, Not Specified, Mortgage Loan, Not Specified, and Not Specified",19,22,2.3,15,Bad,1593.75,30.69496748,13 Years and 3 Months,Yes,319.1632017,64.98296235,High_spent_Large_value_payments,325.2035026,2023-12-01
CUS_0x1348,28825.73,2648.144167,5,6,19,5,"Auto Loan, Home Equity Loan, Student Loan, Payday Loan, and Student Loan",18,20,16.21,8,Standard,1310.98,34.85138039,14 Years and 2 Months,Yes,76.40594993,43.10917222,High_spent_Medium_value_payments,395.2992945,2023-12-01
CUS_0x1355,9474.16,745.5133333,7,6,30,2,"Not Specified, and Home Equity Loan",58,15,17.57,9,Bad,2370.05,35.14227779,9 Years and 11 Months,Yes,15.00342698,37.51294768,Low_spent_Medium_value_payments,302.0349587,2023-12-01
CUS_0x138b,34019.26,2956.938333,6,5,29,7,"Mortgage Loan, Mortgage Loan, Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Not Specified, and Auto Loan",56,16,6.46,12,Bad,1747.01,36.35960494,15 Years and 6 Months,Yes,174.0963657,302.5245886,Low_spent_Small_value_payments,109.072879,2023-12-01
CUS_0x13db,34601.35,3141.445833,5,3,14,2,"Debt Consolidation Loan, and Home Equity Loan",8,11,15.15,5,Standard,68.23,35.40527751,10 Years and 0 Months,Yes,30.1980497,130.776302,High_spent_Large_value_payments,448.3042962,2023-12-01
CUS_0x13e3,143829.56,11755.79667,3,3,12,0,,17,11,10.32,2,Standard,269.26,43.25048443,26 Years and 5 Months,No,0.0,301.4665329,High_spent_Large_value_payments,1114.113134,2023-12-01
CUS_0x1439,102383.19,8539.9325,6,5,17,4,"Mortgage Loan, Personal Loan, Payday Loan, and Debt Consolidation Loan",29,16,9.49,10,_,1407.61,27.13876352,24 Years and 8 Months,Yes,180.0991846,__10000__,High_spent_Large_value_payments,826.1879346,2023-12-01
CUS_0x1441,78604.47,6540.3725,6,5,4,1,Payday Loan,18,12,1.45,1,Good,1078.64,29.57462929,27 Years and 10 Months,NM,63.58226733,356.0906195,Low_spent_Medium_value_payments,514.3643632,2023-12-01
CUS_0x1488,7468.77,681.3975,8,8,29,9,"Credit-Builder Loan, Student Loan, Mortgage Loan, Auto Loan, Payday Loan, Home Equity Loan, Debt Consolidation Loan, Mortgage Loan, and Not Specified",60,24,27.82,14,_,2550.65,24.97337625,13 Years and 8 Months,NM,44.48134887,76.66803681,Low_spent_Small_value_payments,236.9903643,2023-12-01
CUS_0x14d3,107572.72_,9133.393333,4,4,15,2,"Payday Loan, and Auto Loan",17,3951,11.48,2,Standard,302.52,32.85526169,18 Years and 5 Months,NM,106.2472556,241.1812409,!@9#%8,815.9108368,2023-12-01
CUS_0x16a6,20833.08,1607.09,4,5,17,5,"Mortgage Loan, Personal Loan, Mortgage Loan, Not Specified, and Student Loan",17,8,18.73,8,_,1231.29,33.92197133,11 Years and 8 Months,Yes,67.48557378,26.49535852,High_spent_Large_value_payments,306.7280677,2023-12-01
CUS_0x17d3,32900.5,2625.708333,4,5,4,2,"Credit-Builder Loan, and Payday Loan",1,12,8.33,1,_,47.18,29.48294222,23 Years and 8 Months,NM,32.06861788,217.4323593,Low_spent_Small_value_payments,303.0698562,2023-12-01
CUS_0x187e,19653.61,1800.800833,9,5,25,7_,"Credit-Builder Loan, Payday Loan, Personal Loan, Auto Loan, Home Equity Loan, Home Equity Loan, and Payday Loan",28,20,19.67,11,Bad,3838,33.1822099,13 Years and 11 Months,Yes,63.36866264,22.59432225,High_spent_Large_value_payments,334.1170984,2023-12-01
CUS_0x189e,137625.04,11731.75333,4,4,6,0,,14,14,10.24,7,Good,670.43,40.42395006,20 Years and 10 Months,No,0.0,429.6693845,Low_spent_Large_value_payments,1013.505949,2023-12-01
CUS_0x1915,36080.59,2858.715833,5,3,20,4,"Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, and Personal Loan",5,18,8.95,4,Standard,1445.97,30.71201561,21 Years and 2 Months,Yes,103.0401093,116.4838579,High_spent_Small_value_payments,326.3476162,2023-12-01
CUS_0x1916,38035.76,3052.646667,5,4,3,3,"Payday Loan, Not Specified, and Debt Consolidation Loan",13,5,16.41,8,_,193.26,25.09958407,17 Years and 4 Months,No,93.45511054,55.64167938,High_spent_Small_value_payments,416.1678768,2023-12-01
CUS_0x1956,15666.495_,1342.54125,4,7,8,7,"Home Equity Loan, Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Auto Loan, and Home Equity Loan",28,8,12.45,4,Standard,284.89,33.58162706,18 Years and 2 Months,Yes,75.52263887,68.08335315,Low_spent_Large_value_payments,260.648133,2023-12-01
CUS_0x1971,34798.82_,3019.901667,7,10,20,-100,"Home Equity Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Personal Loan",40,17,19.74,16,Bad,2801.86,37.82009896,12 Years and 4 Months,Yes,257.245832,123.1173139,High_spent_Medium_value_payments,171.6270207,2023-12-01
CUS_0x1a4d,70646.64,6135.22,4,8,21,7_,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Credit-Builder Loan",23,8,19.35,9,_,1639.04,35.03039674,16 Years and 5 Months,Yes,660.8087435,76.21226119,High_spent_Medium_value_payments,435.7553747,2023-12-01
CUS_0x1a59,69224.94,5481.745,4,4,2,4,"Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, and Personal Loan",15,4,4.21,0,_,317.74,27.37806604,26 Years and 0 Months,No,227.9825334,271.2855387,Low_spent_Large_value_payments,318.906428,2023-12-01
CUS_0x1af1,98208.78,8313.065,4,7,3,1,Personal Loan,3,7,6.01,3,_,1364.78,33.76687862,25 Years and 8 Months,No,66.95254182,141.8999438,High_spent_Large_value_payments,862.4540144,2023-12-01
CUS_0x1b29,92362.68,7437.89,3,4,8,4,"Credit-Builder Loan, Credit-Builder Loan, Not Specified, and Auto Loan",5,9,18.26,8,_,747.28,24.05398317,14 Years and 8 Months,Yes,155.3304165,581.491226,Low_spent_Large_value_payments,276.9673575,2023-12-01
CUS_0x1cab,8578.89,465.9075,8,10,15,8,"Student Loan, Not Specified, Home Equity Loan, Debt Consolidation Loan, Not Specified, Personal Loan, Personal Loan, and Auto Loan",61,17,8.96,12,Bad,4194.67,25.64195664,8 Years and 4 Months,Yes,46.26136087,20.93937909,High_spent_Small_value_payments,239.39001,2023-12-01
CUS_0x1cee,59782,5114.833333,0,5,7,4,"Mortgage Loan, Payday Loan, Debt Consolidation Loan, and Home Equity Loan",14,3,8.2,3,Good,264,40.00394259,24 Years and 5 Months,No,155.9091432,60.87455249,!@9#%8,544.6996376,2023-12-01
CUS_0x1cfd,31994.01_,2756.1675,3,7,8,2,"Credit-Builder Loan, and Home Equity Loan",6,21,15.8,8,Standard,1197.22,22.64657555,16 Years and 8 Months,Yes,34.08151708,219.1725221,Low_spent_Small_value_payments,312.3627108,2023-12-01
CUS_0x1dda,20060.23,1873.685833,6,5,34,9,"Auto Loan, Payday Loan, Personal Loan, Not Specified, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, and Not Specified",15,22,20.32,16,Bad,2844.99,25.04406352,5 Years and 0 Months,Yes,148.5239268,169.1080832,Low_spent_Medium_value_payments,149.7365734,2023-12-01
CUS_0x1de5,64122.84,5053.57,7,6,29,4,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, and Mortgage Loan",25,23,11.48,12,Bad,1323.21,38.37767641,9 Years and 6 Months,Yes,147.0690963,354.2371774,Low_spent_Large_value_payments,274.0507263,2023-12-01
CUS_0x1e3e,22918.52,1840.876667,6,5,18,5,"Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Personal Loan",18,10,21.94,4,Standard,454.45,26.53227659,8 Years and 8 Months,Yes,199.3936026,73.46666207,!@9#%8,291.9331145,2023-12-01
CUS_0x1e87,167489.4,14025.45,1,1,11,2,"Not Specified, and Payday Loan",10,11,8.51,5,Good,1328.9,36.78258608,26 Years and 11 Months,No,196.0304653,275.9224278,High_spent_Large_value_payments,1170.592107,2023-12-01
CUS_0x1e8c,60078.27,4758.5225,5,7,11,4,"Student Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",4,6,2.72,9,Standard,2198.8,29.12911052,16 Years and 0 Months,Yes,128.9062474,408.3396713,Low_spent_Large_value_payments,229.8760005,2023-12-01
CUS_0x1e9c,9379.93,622.9371981,10,7,16,8,"Mortgage Loan, Not Specified, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Payday Loan, Payday Loan, and Credit-Builder Loan",39,24,3.4,11,Bad,4280.56,32.70217596,5 Years and 6 Months,Yes,73.38721343,86.30978193,Low_spent_Small_value_payments,237.3927232,2023-12-01
CUS_0x1ed3,45947.1,3843.925,9,9,31,7,"Home Equity Loan, Payday Loan, Not Specified, Auto Loan, Credit-Builder Loan, Auto Loan, and Mortgage Loan",29,20,23.49,9,Bad,3813.3,32.221429,7 Years and 8 Months,Yes,165.6522317,94.54526773,High_spent_Large_value_payments,364.1950006,2023-12-01
CUS_0x1f88,30617.5_,2348.458333,9,7,20,6,"Student Loan, Payday Loan, Home Equity Loan, Mortgage Loan, Mortgage Loan, and Not Specified",56,19,9.16,16,Standard,2058.93,32.08429158,14 Years and 5 Months,NM,108.9321986,19.88933326,High_spent_Large_value_payments,346.0243015,2023-12-01
CUS_0x1fae,33405.74,2485.811667,3,6,20,1,Home Equity Loan,29,10,7.77,4,Standard,196.3,36.7828709,24 Years and 4 Months,Yes,16.28068837,62.6992384,!@9#%8,429.6012399,2023-12-01
CUS_0x1ffb,15908.46,1426.705,9,9,24,8,"Personal Loan, Personal Loan, Credit-Builder Loan, Payday Loan, Mortgage Loan, Credit-Builder Loan, Payday Loan, and Home Equity Loan",25,15,1.74,10,_,3099.7,37.50142942,1 Years and 3 Months,Yes,87.78786262,137.874419,Low_spent_Medium_value_payments,197.0082183,2023-12-01
CUS_0x2000,66227.56,5699.963333,10,9,31,2,"Mortgage Loan, and Debt Consolidation Loan",46,15,_,10,Bad,1854.23,35.86519826,16 Years and 2 Months,Yes,77.13000491,100.4815816,High_spent_Medium_value_payments,642.3847468,2023-12-01
CUS_0x20f8,87791.46,7176.955,6,4,15,1,Debt Consolidation Loan,26,19,4.34,3,Standard,510.1,40.24683014,24 Years and 2 Months,No,68.80725449,__10000__,High_spent_Large_value_payments,822.510421,2023-12-01
CUS_0x2142,10186.26,985.855,4,3,8,3,"Payday Loan, Home Equity Loan, and Mortgage Loan",7,10,10.16,5,Good,587.16,25.33606404,31 Years and 9 Months,NM,18.78837739,83.29640356,!@9#%8,286.500719,2023-12-01
CUS_0x219b,48072.27,4151.0225,7,5,15,9,"Not Specified, Not Specified, Personal Loan, Student Loan, Student Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, and Student Loan",57,16,7.37,15,Bad,1434.39,25.83673339,7 Years and 3 Months,NM,305.0590761,84.03462657,High_spent_Large_value_payments,266.0085473,2023-12-01
CUS_0x21ce,34593.98,3060.831667,4,4,12,2,"Mortgage Loan, and Mortgage Loan",23,12,10.47,4,Standard,1453.07,28.72088799,30 Years and 2 Months,No,43.33549073,94.62118374,Low_spent_Large_value_payments,438.1264922,2023-12-01
CUS_0x21f9,61648.24,4845.353333,10,8,15,8,"Student Loan, Not Specified, Auto Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Payday Loan",40,19,28.28,13,Bad,4129.59,26.77281641,3 Years and 7 Months,Yes,358.9967146,172.4397458,Low_spent_Large_value_payments,223.0988729,2023-12-01
CUS_0x2314,17097.565,1461.797083,3,4,10,5,"Not Specified, Student Loan, Credit-Builder Loan, Not Specified, and Home Equity Loan",27,9,7.86,6,_,948.08,26.81683553,18 Years and 4 Months,Yes,49.2796263,__10000__,Low_spent_Small_value_payments,219.6202769,2023-12-01
CUS_0x2378,29485.44,2644.12,6,7,2,0,,8,11,-2.54,4,Good,679.47,24.02430779,18 Years and 11 Months,NM,0.0,89.40926906,Low_spent_Medium_value_payments,455.0027309,2023-12-01
CUS_0x2390,7314.55,794.5458333,10,6,31,4,"Student Loan, Mortgage Loan, Debt Consolidation Loan, and Student Loan",61,24,_,6,Bad,2096.83,27.20164813,19 Years and 8 Months,Yes,18.36394527,69.0508767,Low_spent_Large_value_payments,262.0397614,2023-12-01
CUS_0x242a,76374.93,5505.266544,8,7,12,2,"Home Equity Loan, and Mortgage Loan",26,7,3.8,3,Standard,1060.8,39.01144677,29 Years and 10 Months,No,834.031361,128.81378,High_spent_Large_value_payments,671.7235651,2023-12-01
CUS_0x2451,15610.61,1350.884167,6,10,28,9,"Auto Loan, Payday Loan, Personal Loan, Credit-Builder Loan, Student Loan, Payday Loan, Credit-Builder Loan, Not Specified, and Personal Loan",37,24,1.5,13,Bad,2072.63,30.10070174,15 Years and 6 Months,NM,78.14508468,14.15030969,High_spent_Large_value_payments,282.7930223,2023-12-01
CUS_0x24f9,15828.15_,1480.0125,8,5,18,5,"Debt Consolidation Loan, Payday Loan, Payday Loan, Not Specified, and Debt Consolidation Loan",6,13,18.23,8,Standard,1333.84,39.75794563,18 Years and 8 Months,Yes,35.23571969,121.4271195,Low_spent_Medium_value_payments,271.3384108,2023-12-01
CUS_0x2526,15286.16,1383.846667,6,9,20,7,"Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Personal Loan, Home Equity Loan, and Personal Loan",37,17,25.58,10,Bad,2625.65,28.6873981,7 Years and 10 Months,Yes,19829.0,74.93967139,Low_spent_Small_value_payments,278.5099172,2023-12-01
CUS_0x2541,14411.34,938.945,10,9,29,9_,"Home Equity Loan, Not Specified, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Not Specified, Auto Loan, and Personal Loan",50,22,19.77,7,Bad,4716.04,36.16611707,4 Years and 1 Months,Yes,56.01518548,60.10897156,Low_spent_Medium_value_payments,257.770343,2023-12-01
CUS_0x257e,29074.2,2595.85,8,563,5,4_,"Home Equity Loan, Auto Loan, Student Loan, and Home Equity Loan",18,17,18.45,3,Standard,867.27,24.57322317,30 Years and 10 Months,Yes,52.50795033,217.9591361,Low_spent_Large_value_payments,259.1179136,2023-12-01
CUS_0x25c0,13737.65,1238.804167,3,3,1615,-100,,20,15,3.55,8,_,295.98,30.87732583,18 Years and 10 Months,Yes,0.0,159.4201574,Low_spent_Small_value_payments,254.4602592,2023-12-01
