Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1130,137798.88,10609.79191,6,726,13,0,,23,12,9.25,2,Standard,1056.3,30.05431056,27 Years and 5 Months,No,988.4480914,1156.953783,Low_spent_Medium_value_payments,282.8702173,2023-07-01
CUS_0x11d1,11731.585_,828.6320833,8,3,6,2,"Credit-Builder Loan, and Student Loan",18,7,7.48,2,_,289.73,27.50740452,19 Years and 2 Months,Yes,15.35969679,32.77784632,Low_spent_Medium_value_payments,314.7256652,2023-07-01
CUS_0x11eb,62835.08,5464.256667,0,4,1,2,"Home Equity Loan, and Debt Consolidation Loan",9,12,2.02,4,_,306.85,34.58423425,33 Years and 3 Months,No,67.38407411,230.0712677,High_spent_Medium_value_payments,498.9703249,2023-07-01
CUS_0x120c,29135.38,2138.948333,10,7,21,9,"Mortgage Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan",21,25,8.04,7,Bad,1833.81,24.80698052,9 Years and 5 Months,Yes,201.0022811,158.8379473,Low_spent_Small_value_payments,144.0546049,2023-07-01
CUS_0x124a,16861.34,1453.111667,2,6,2,3,"Mortgage Loan, Payday Loan, and Not Specified",0,8,10.77,2,Good,408.71,37.59274536,23 Years and 8 Months,No,41.57299471,118.2143746,Low_spent_Large_value_payments,255.5237974,2023-07-01
CUS_0x12ce,9795.07,586.2558333,7,8,29,6_,"Debt Consolidation Loan, Auto Loan, Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Payday Loan",62,14,4.01,15,Bad,2065.27,29.04281752,5 Years and 11 Months,Yes,42.60531717,24.42508054,Low_spent_Small_value_payments,281.5951856,2023-07-01
CUS_0x13b0,73417.48,6001.123333,7,4,20,4,"Auto Loan, Debt Consolidation Loan, Auto Loan, and Home Equity Loan",30,19,14.53,5,Standard,2402.05,29.14792309,11 Years and 11 Months,Yes,163.7130565,101.0783065,High_spent_Large_value_payments,575.3209704,2023-07-01
CUS_0x13d6,94158.69,7743.5575,1,4,3,4,"Credit-Builder Loan, Mortgage Loan, Student Loan, and Payday Loan",25,5,9.52,4,Good,1415.3,30.93572141,33 Years and 3 Months,No,204.3445224,323.5919943,High_spent_Small_value_payments,506.4192333,2023-07-01
CUS_0x13de,14192.12,1401.676667,4,3,19,4,"Personal Loan, Student Loan, Student Loan, and Home Equity Loan",12,8,16.33,8,Standard,1483.6,38.49698951,17 Years and 3 Months,NM,45.18519184,58.02528806,Low_spent_Small_value_payments,326.9571868,2023-07-01
CUS_0x13ec,61934.52,5308.21,7,5,15,0,,26,9,15.31,5,Standard,107.55,27.02541612,33 Years and 4 Months,Yes,0.0,117.1066162,High_spent_Medium_value_payments,663.7143838,2023-07-01
CUS_0x13f6,152252.24,11346.17088,2,4,1,2,"Debt Consolidation Loan, and Not Specified",14,4,6.5,6,Good,522.89,38.06384213,31 Years and 3 Months,NM,1568.862242,309.5110575,High_spent_Medium_value_payments,998.4111555,2023-07-01
CUS_0x14a3,119016.88,9918.073333,8,3,8,0,,27,13,2.77,5,Standard,839.78,29.00174211,32 Years and 6 Months,No,0.0,__10000__,High_spent_Medium_value_payments,926.3716742,2023-07-01
CUS_0x14b3,30637.13,2427.094167,5,7,10,3,"Auto Loan, Debt Consolidation Loan, and Personal Loan",22,14,7.18,4,_,414.36,37.33134265,23 Years and 0 Months,NM,48.99794222,153.4053626,High_spent_Small_value_payments,300.3061118,2023-07-01
CUS_0x14b9,30383.36,2821.946667,3,7,14,3,"Home Equity Loan, Debt Consolidation Loan, and Payday Loan",26,20,13.29,6,Standard,527.91,38.58860967,32 Years and 7 Months,Yes,60.81724743,339.4201152,Low_spent_Small_value_payments,171.957304,2023-07-01
CUS_0x150c,128427.2,10621.26667,5,4,1,3,"Auto Loan, Payday Loan, and Debt Consolidation Loan",2,8,4.2,4,Good,201.94,39.26565361,16 Years and 6 Months,No,224.8576526,167.7523645,High_spent_Medium_value_payments,919.5166496,2023-07-01
CUS_0x15e7,57407.04,4570.92,3,3,18,4,"Payday Loan, Credit-Builder Loan, Home Equity Loan, and Mortgage Loan",24,11,9.64,7,Standard,895.05,28.88395093,16 Years and 0 Months,Yes,128.5306877,105.4021997,!@9#%8,463.1591125,2023-07-01
CUS_0x1647,28608.65,2490.054167,1075,7,12,1,Personal Loan,4,11,12.68,4,Good,143.04,29.42783602,17 Years and 8 Months,No,23.00844614,120.807459,Low_spent_Small_value_payments,395.1895115,2023-07-01
CUS_0x165e,59850.24,5156.52,5,5,17,3,"Payday Loan, Payday Loan, and Payday Loan",12,14,14,13,Standard,2294.21,30.56909304,14 Years and 8 Months,NM,131.8173967,40.25606352,High_spent_Large_value_payments,583.5785397,2023-07-01
CUS_0x17e8,102885.75,8543.8125,1,6,1,2,"Personal Loan, and Student Loan",4,9,4.96,6,_,624.01,31.04964433,25 Years and 3 Months,No,38367.0,724.2674447,Low_spent_Medium_value_payments,254.8716073,2023-07-01
CUS_0x17f0,71460.32,6038.026667,4,543,5,2,"Credit-Builder Loan, and Credit-Builder Loan",5,4,7.95,4,_,240.64,36.23329283,17 Years and 0 Months,No,109.8958619,123.47808,High_spent_Large_value_payments,610.4287247,2023-07-01
CUS_0x182d,18798.83,1721.569167,9,8,20,9,"Mortgage Loan, Not Specified, Not Specified, Personal Loan, Auto Loan, Not Specified, Payday Loan, Debt Consolidation Loan, and Mortgage Loan",35,20,21.73,13,Bad,4734.1,39.46169828,6 Years and 8 Months,Yes,72.26871929,36.18845,High_spent_Large_value_payments,303.6997474,2023-07-01
