Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1038,129473.16,10959.43,3,4,10,3,"Payday Loan, Payday Loan, and Home Equity Loan",28,13,8.61,10,Standard,568.21,34.08931802,20 Years and 0 Months,Yes,255.327905,1088.27145,Low_spent_Medium_value_payments,32.34364545,2024-10-01
CUS_0x104f,11336.835,992.73625,4,6,14,6,"Auto Loan, Payday Loan, Student Loan, Auto Loan, Auto Loan, and Personal Loan",30,19,16.44,7,_,177.98,37.7174566,14 Years and 10 Months,NM,35.56273086,133.7973501,Low_spent_Small_value_payments,219.913544,2024-10-01
CUS_0x10a9,17603.265,1324.945978,8,6,4,0,,9,12,10.27,4,_,836.66,41.7925525,15 Years and 9 Months,No,102.9927716,20.63448929,High_spent_Large_value_payments,362.1593857,2024-10-01
CUS_0x111b,70277.22,5633.435,3,6,7,3,"Not Specified, Not Specified, and Home Equity Loan",5,9,4.05,7,Good,762.48,36.53293818,20 Years and 6 Months,No,149.9341064,496.7911909,Low_spent_Large_value_payments,186.6182027,2024-10-01
CUS_0x1123,15264.98,1266.081667,6,5,34,3,"Home Equity Loan, Credit-Builder Loan, and Auto Loan",23,14,9.68,14,Bad,2375.88,24.09434406,8 Years and 10 Months,Yes,50563.0,136.9520227,Low_spent_Small_value_payments,242.8660473,2024-10-01
CUS_0x1151,17692.27,1335.355833,6,5,29,6,"Payday Loan, Auto Loan, Home Equity Loan, Auto Loan, Personal Loan, and Auto Loan",35,25,28.12,9,Bad,3762.64,24.55496971,11 Years and 5 Months,Yes,78.44723488,167.441385,Low_spent_Small_value_payments,177.6469634,2024-10-01
CUS_0x1193,31877.72,2571.476667,2,5,20,1,Credit-Builder Loan,29,13,4.46,4,Standard,886.59,28.72954071,25 Years and 3 Months,NM,21.79437525,82.33899418,High_spent_Medium_value_payments,403.0142972,2024-10-01
CUS_0x1277,13762.45,910.8708333,7,6,13,5,"Personal Loan, Debt Consolidation Loan, Not Specified, Personal Loan, and Credit-Builder Loan",14,8,8.39,6,Standard,720.94,28.35485367,11 Years and 5 Months,NM,3653.0,__10000__,Low_spent_Small_value_payments,285.2506639,2024-10-01
CUS_0x1278,12416.06,1171.671667,7,5,20,0,,20,15,7.1,7,Standard,899.73,36.51507978,8 Years and 2 Months,Yes,0.0,__10000__,Low_spent_Large_value_payments,340.3128538,2024-10-01
CUS_0x132f,19514.88,1828.24,7,5,5240,0,,26,11,4.17,4,_,881.4,28.78188778,19 Years and 10 Months,No,0.0,99.14154149,High_spent_Small_value_payments,343.6824585,2024-10-01
CUS_0x13fa,32394.38,2631.531667,8,10,25,-100,"Student Loan, Payday Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Personal Loan, and Student Loan",28,16,8.41,13,Bad,1941.54,23.90392036,19 Years and 2 Months,Yes,143.0341988,__10000__,Low_spent_Small_value_payments,65.36739434,2024-10-01
CUS_0x1410,96882.93,8229.5775,5,6,6,614,Debt Consolidation Loan,4,-1,14.61,4,Good,355.41,27.31283527,31 Years and 1 Months,NM,73.17372328,180.2004045,High_spent_Large_value_payments,809.5836222,2024-10-01
CUS_0x1436,167545.24,13785.10333,5,4,2,3,"Personal Loan, Not Specified, and Student Loan",14,9,4.77,0,Good,503.23,26.41006699,16 Years and 3 Months,No,234.9597699,826.3808528,Low_spent_Small_value_payments,607.1697107,2024-10-01
CUS_0x1447,9989.21,653.4341667,5,4,20,2_,"Auto Loan, and Credit-Builder Loan",15,14,5.81,6,_,731.05,22.60078222,19 Years and 5 Months,No,10.50617336,49.7376064,Low_spent_Small_value_payments,295.0996369,2024-10-01
