Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1087,42153.13,3377.760833,5,4,10,3,"Payday Loan, Not Specified, and Payday Loan",10,9,4.81,7,Good,1027.64,26.34447695,28 Years and 5 Months,No,79.29961146,80.6249024,High_spent_Small_value_payments,437.8515695,2024-09-01
CUS_0x1138,154868.24,13051.68667,2,5,10,0,,14,3,4.16,6,Good,242.75,42.32006806,29 Years and 11 Months,No,0.0,759.5938773,!@9#%8,825.5747894,2024-09-01
CUS_0x121b,33209.27,2954.439167,1,6,8,2,"Debt Consolidation Loan, and Not Specified",24,4,8.99,4,_,743.65,30.24811514,17 Years and 5 Months,No,54.26316332,272.1510344,Low_spent_Small_value_payments,259.029719,2024-09-01
CUS_0x1232,14937.49,1142.790833,8,8,22,7,"Student Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Student Loan, Home Equity Loan, and Student Loan",43,15,24.17,9,Bad,3699.44,23.12096333,13 Years and 9 Months,NM,50.96087828,104.1450237,Low_spent_Medium_value_payments,239.1731813,2024-09-01
CUS_0x140e,90894.08,7744.506667,5,5,1,4,"Personal Loan, Student Loan, Student Loan, and Payday Loan",9,13,10.12,5,Good,49.52,37.51833046,19 Years and 11 Months,No,259.7470406,237.8653164,High_spent_Medium_value_payments,526.8383096,2024-09-01
CUS_0x1425,34758.2,2979.516667,1,2,1169,3,"Not Specified, Student Loan, and Debt Consolidation Loan",3,7,8.81,1,_,1005.29,30.6895286,21 Years and 0 Months,No,79.56813193,167.219621,Low_spent_Small_value_payments,341.1639137,2024-09-01
CUS_0x146a,25744.12,1923.343333,6,4,14,1,Debt Consolidation Loan,7,19,7.16,1,Standard,1118.51,24.68769241,25 Years and 9 Months,NM,12.3320131,80.1221651,Low_spent_Medium_value_payments,379.8801551,2024-09-01
CUS_0x14c2,67978.8,5803.9,9,5,27,9,"Mortgage Loan, Student Loan, Auto Loan, Not Specified, Student Loan, Auto Loan, Credit-Builder Loan, Not Specified, and Home Equity Loan",38,18,18.41,15,Bad,4683.95,31.20644299,9 Years and 2 Months,Yes,301.992156,170.8144888,Low_spent_Medium_value_payments,387.5833552,2024-09-01
CUS_0x14f1,40701.88,3309.823333,8,9,26,3,"Not Specified, Home Equity Loan, and Home Equity Loan",31,16,10.86,13,Standard,2052.1,32.78586749,6 Years and 6 Months,Yes,72.23857851,115.7563198,High_spent_Small_value_payments,402.987435,2024-09-01
CUS_0x14f6,24466.5,2325.875,4,7,6,3,"Mortgage Loan, Payday Loan, and Not Specified",23,19,7.41,4,_,858.45,39.02210561,31 Years and 0 Months,Yes,41.12909336,51.89817439,High_spent_Small_value_payments,399.5602322,2024-09-01
CUS_0x161b,44732.58,3433.242498,6,3,28,3,"Student Loan, Debt Consolidation Loan, and Not Specified",28,12,19.48,8,Standard,2298.88,35.95997814,9 Years and 0 Months,NM,240.3357268,146.4027809,High_spent_Medium_value_payments,393.0054945,2024-09-01
CUS_0x165a,56831.76,4627.98,5,6,6,1,Mortgage Loan,29,18,1.17,2,Standard,1179.08,25.53736592,29 Years and 6 Months,NM,37.50499252,182.6413954,Low_spent_Medium_value_payments,522.651612,2024-09-01
