Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x10aa,114432.03,9272.0025,1,2,7,0,,9,9,7.98,4,Good,444.51,39.0147841,21 Years and 6 Months,No,0.0,101.6493026,High_spent_Large_value_payments,1065.550947,2023-02-01
CUS_0x113e,34476.68,2715.056667,6,7,24,8,"Personal Loan, Student Loan, Personal Loan, Mortgage Loan, Student Loan, Not Specified, Auto Loan, and Debt Consolidation Loan",36,17,4.48,11,Bad,1976.63,23.55350923,11 Years and 6 Months,Yes,171.1757589,__10000__,Low_spent_Medium_value_payments,147.5573813,2023-02-01
CUS_0x1140,14532812,914.15,6,10,28,6,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan, Payday Loan, and Auto Loan",18,19,27.01,14,Bad,4128.98,29.37085485,6 Years and 11 Months,Yes,24.90626336,80.86351181,Low_spent_Large_value_payments,255.6452248,2023-02-01
CUS_0x1155,158483.48,12927.95667,2,1,1508,3,"Home Equity Loan, Payday Loan, and Personal Loan",1,3,2.65,1442,Good,471.82,31.46285963,28 Years and 3 Months,NM,347.5354596,870.8001477,Low_spent_Large_value_payments,344.4600594,2023-02-01
CUS_0x1252,34132.87,2970.405833,4,6,4,4,"Student Loan, Personal Loan, Not Specified, and Home Equity Loan",7,13,10.89,2,Good,187.64,37.94832352,21 Years and 2 Months,No,100.0843179,378.7462154,Low_spent_Small_value_payments,108.21005,2023-02-01
CUS_0x129b,95933.68_,7860.473333,4,5,15,7,"Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, Not Specified, and Payday Loan",18,10,17.87,5,Standard,129.15,34.16585064,8 Years and 2 Months,Yes,361.8671109,167.7180281,High_spent_Large_value_payments,496.4621944,2023-02-01
CUS_0x12a6,18158.33,1325.194167,7,9,25,4,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, and Debt Consolidation Loan",28,16,16.52,11,Bad,1401.91,30.40442384,17 Years and 8 Months,Yes,39.76786259,142.0480554,!@9#%8,240.7034986,2023-02-01
CUS_0x135c,134947.24,11293.60333,933,6,16,4,"Home Equity Loan, Personal Loan, Debt Consolidation Loan, and Not Specified",6,18,8.34,6,Standard,1085.51,35.1303233,19 Years and 2 Months,Yes,321.2256555,362.6725148,High_spent_Medium_value_payments,695.4621631,2023-02-01
CUS_0x1452,82289.36,6951.446667,8,8,22,5,"Mortgage Loan, Payday Loan, Mortgage Loan, Student Loan, and Credit-Builder Loan",29,16,18.75,12,Bad,4736.25,23.8670272,9 Years and 6 Months,Yes,240.7514411,187.5039006,Low_spent_Medium_value_payments,546.8893249,2023-02-01
CUS_0x14d5,71814.28,5976.523333,3,5,10,0,,6,13,6.93,4,Good,1434.97,26.42172835,33 Years and 3 Months,No,0.0,168.316671,High_spent_Medium_value_payments,679.3356623,2023-02-01
CUS_0x15b7,54201.99,4535.8325,6,9,30,3,"Debt Consolidation Loan, Student Loan, and Home Equity Loan",62,24,0.66,8,Bad,2339.06,29.57612881,9 Years and 2 Months,Yes,108.1096743,576.8115891,Low_spent_Small_value_payments,58.66198658,2023-02-01
CUS_0x160a,18094.55,1570.879167,9,10,18,7,"Auto Loan, Not Specified, Mortgage Loan, Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, and Credit-Builder Loan",37,19,28.47,12,Bad,2673.3,26.32913462,8 Years and 3 Months,NM,99.26816949,10.79985456,High_spent_Large_value_payments,287.0198926,2023-02-01
CUS_0x164a,80756.36,6937.696667,5,3,7,3,"Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",0,4,6.38,3,Good,1356.82,33.51560208,29 Years and 5 Months,No,189.1711729,70.33080314,High_spent_Large_value_payments,674.2676906,2023-02-01
CUS_0x16a4,31178.1,2353.175,6,9,24,6,"Student Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, Auto Loan, and Not Specified",48,20,_,10,_,4815.82,30.66470613,6 Years and 2 Months,Yes,144.6297138,299.3473068,Low_spent_Small_value_payments,81.34047938,2023-02-01
CUS_0x17bb,63115.54,4981.628333,4,7,2,2,"Credit-Builder Loan, and Auto Loan",21,8,_,5,Good,1194.9,28.3471696,31 Years and 7 Months,No,54.03375696,275.2009204,Low_spent_Small_value_payments,458.928156,2023-02-01
CUS_0x185e,21672.79,1788.065833,0,133,1,3,"Student Loan, Mortgage Loan, and Personal Loan",7,1,2.65,3,Good,572.55,32.63279895,19 Years and 4 Months,No,46681.0,30.339014,High_spent_Large_value_payments,337.5518104,2023-02-01
CUS_0x1881,39755.36,3188.946667,9,10,27,9,"Mortgage Loan, Not Specified, Auto Loan, Mortgage Loan, Personal Loan, Not Specified, Student Loan, Not Specified, and Debt Consolidation Loan",54,24,4.05,13,Bad,1721.47,25.42839797,9 Years and 8 Months,Yes,154.2282115,325.1063186,Low_spent_Medium_value_payments,119.5601365,2023-02-01
CUS_0x1899,59908.68,5185.39,3,5,33,5,"Home Equity Loan, Not Specified, Not Specified, Payday Loan, and Credit-Builder Loan",23,12,9.07,17,Standard,2561.65,41.79185592,14 Years and 10 Months,Yes,201.2086508,89.54876843,High_spent_Medium_value_payments,477.7815808,2023-02-01
CUS_0x18ac,18270.68,1348.556667,7,9,33,6,"Payday Loan, Personal Loan, Student Loan, Home Equity Loan, Student Loan, and Personal Loan",53,18,15.49,8,Standard,2021.95,37.75404008,13 Years and 7 Months,Yes,90.93654041,86.73157256,Low_spent_Small_value_payments,247.1875537,2023-02-01
CUS_0x18d7,16068.39,1096.0325,10,7,17,5,"Personal Loan, Debt Consolidation Loan, Student Loan, Home Equity Loan, and Student Loan",40,23,22.52,9,Bad,3377.65,31.40269265,9 Years and 11 Months,Yes,56.41270053,73.86873626,Low_spent_Medium_value_payments,259.3218132,2023-02-01
CUS_0x1902,15819.12,1393.26,5,6,9,0,,17,11,8.95,6,Standard,114.81,35.03510518,25 Years and 0 Months,No,0.0,86.34952405,Low_spent_Medium_value_payments,332.9764759,2023-02-01
CUS_0x191b,108625.29,9105.1075,8,6,13,0,,11,16,2.88,3,Standard,303.74,39.23780128,22 Years and 3 Months,No,0.0,255.3762062,Low_spent_Medium_value_payments,935.1345438,2023-02-01
CUS_0x1934,9085.09_,980.0908333,10,7,34,6,"Debt Consolidation Loan, Not Specified, Student Loan, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",55,22,20.04,15,Bad,3708.09,38.00384062,14 Years and 2 Months,Yes,26.33955682,84.60564123,Low_spent_Medium_value_payments,267.0638853,2023-02-01
CUS_0x1993,87795.78,7325.315,0,6,8,0,,10,11,2.59,2,Good,448.95,34.49874494,29 Years and 11 Months,No,0.0,122.2615603,High_spent_Medium_value_payments,860.2699397,2023-02-01
CUS_0x19a8,30683.42,2222.806019,4,6,15,2,"Debt Consolidation Loan, and Not Specified",27,9,10.62,4,_,7.24,35.92430922,26 Years and 5 Months,No,222.0301038,174.1444253,High_spent_Small_value_payments,375.9347305,2023-02-01
CUS_0x1a18,16724.855,1490.737917,7,4,11,2,"Credit-Builder Loan, and Mortgage Loan",6,17,_,5,Standard,1008.14,37.28378928,20 Years and 0 Months,Yes,18.49257096,76.25251943,Low_spent_Large_value_payments,324.3287013,2023-02-01
CUS_0x1b9a,29892.37,2664.030833,7,3,13,2,"Credit-Builder Loan, and Credit-Builder Loan",7,8,16.11,5,Standard,695.39,24.44201616,31 Years and 9 Months,Yes,29.95982727,65.69487135,High_spent_Medium_value_payments,420.7483847,2023-02-01
CUS_0x1c47,15604.245,1554.35375,4,3,11,4,"Not Specified, Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",8,8,1.64,3,Good,1065.71,28.09477679,28 Years and 4 Months,NM,47.62919148,45.82338316,High_spent_Small_value_payments,321.9828004,2023-02-01
CUS_0x1c61,96540.69_,8068.0575,4,3,9,0,,9,2,6.39,7,Good,582.53,28.03271098,15 Years and 10 Months,No,0.0,108.6907547,High_spent_Medium_value_payments,948.1149953,2023-02-01
CUS_0x1dbd,17169.365,1282.780417,4,3,20,0,,23,12,5.65,3,Standard,938.18,28.7194004,30 Years and 8 Months,No,0.0,118.558192,Low_spent_Small_value_payments,299.7198497,2023-02-01
