Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1057,86617.16,7250.096667,8,4,6,3,"Auto Loan, Student Loan, and Payday Loan",16,21,7.26,4,Standard,718.53,35.55554011,24 Years and 11 Months,No,141.3820546,976.1638751,!@9#%8,636.4224715,2023-09-01
CUS_0x1169,115324.62,9772.385,2,5,8,4,"Credit-Builder Loan, Payday Loan, Student Loan, and Student Loan",9,6,5.5,3,Good,1316.45,40.50639548,23 Years and 11 Months,No,199.2512598,380.2486072,High_spent_Small_value_payments,657.738633,2023-09-01
CUS_0x117d,70779.18,5861.265,1,4,9,4,"Student Loan, Student Loan, Not Specified, and Debt Consolidation Loan",14,-2,3.61,4,Good,1340.31,25.85637803,21 Years and 5 Months,No,131.3483116,300.6020796,High_spent_Small_value_payments,414.1761088,2023-09-01
CUS_0x1182,176696.88,13780.77464,5,7,12,4,"Debt Consolidation Loan, Home Equity Loan, Payday Loan, and Not Specified",4,8,4.01,6,Good,433.68,41.77011217,17 Years and 2 Months,No,1169.809116,320.0541318,High_spent_Large_value_payments,1022.736843,2023-09-01
CUS_0x11c6,16523.745,1516.97875,1,4,1,4,"Student Loan, Credit-Builder Loan, Payday Loan, and Home Equity Loan",8,8,10.06,4,Good,455.49,31.79977235,25 Years and 11 Months,No,52.21616909,54.26625355,Low_spent_Medium_value_payments,325.2154524,2023-09-01
CUS_0x1246,22188.45,2006.0375,1,5,498,1,Auto Loan,24,1,3.87,7,Good,1352.38,36.34397503,16 Years and 5 Months,No,10.01141758,153.1146639,Low_spent_Small_value_payments,327.4776685,2023-09-01
CUS_0x12bf,97976.08_,8136.673333,8,6,12,2,"Mortgage Loan, and Credit-Builder Loan",16,8,6.03,5,_,1113.49,34.21458101,28 Years and 2 Months,Yes,115.0873251,1039.373998,Low_spent_Small_value_payments,770.5852123,2023-09-01
CUS_0x12ec,45675,3635.25,8,5,28,4,"Home Equity Loan, Personal Loan, Mortgage Loan, and Mortgage Loan",23,13,10.51,8,Standard,1771.8,37.76324166,6 Years and 5 Months,Yes,134.2702558,146.5630864,High_spent_Medium_value_payments,332.6916578,2023-09-01
CUS_0x1330,30874.43,2595.869167,4,5,8,2,"Mortgage Loan, and Credit-Builder Loan",10,5,3.82,2,Good,243.11,26.63543442,22 Years and 2 Months,NM,48.26786997,67.90948238,High_spent_Small_value_payments,403.4095643,2023-09-01
CUS_0x141c,20202.22,1480.518333,7,723,18,3,"Student Loan, Home Equity Loan, and Mortgage Loan",12,17,_,4,_,197.54,38.86562266,18 Years and 5 Months,Yes,43.32669047,138.3200981,Low_spent_Small_value_payments,256.4050448,2023-09-01
CUS_0x1430,20048.23,1637.685833,2,6,9,4,"Payday Loan, Student Loan, Home Equity Loan, and Payday Loan",15,7,5.01,4,Good,224.98,34.59999599,19 Years and 4 Months,No,41.94727191,198.1119359,Low_spent_Small_value_payments,213.7093756,2023-09-01
CUS_0x14d1,53770.11,4666.8425,8,8,17,5,"Debt Consolidation Loan, Payday Loan, Home Equity Loan, Personal Loan, and Student Loan",42,17,18.75,17,Standard,2028.19,29.00290147,17 Years and 10 Months,Yes,204.4701377,136.495534,High_spent_Medium_value_payments,375.7185783,2023-09-01
CUS_0x14de,53709.66,4375.805,10,10,29,8,"Mortgage Loan, Student Loan, Personal Loan, Not Specified, Credit-Builder Loan, Student Loan, Personal Loan, and Payday Loan",24,15,21.47,12,Bad,3069.57,38.99290888,9 Years and 9 Months,Yes,321.4931552,60.52977871,High_spent_Large_value_payments,295.5575661,2023-09-01
CUS_0x14e5,7981.345_,412.1120833,9,5,22,9,"Student Loan, Credit-Builder Loan, Payday Loan, Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, and Not Specified",46,17,25.96,9,Bad,4064.57,39.12539515,0 Years and 11 Months,Yes,57.9316888,28.48164006,Low_spent_Medium_value_payments,234.7978795,2023-09-01
CUS_0x1619,20059.98,1523.665,8,5,12,966,"Home Equity Loan, Payday Loan, Not Specified, and Personal Loan",25,11,2.97,8,Good,909.01,32.47377276,16 Years and 10 Months,No,45.07682694,__10000__,Low_spent_Small_value_payments,267.184985,2023-09-01
CUS_0x1666,9603.845,510.3204167,4,3,14,1,Auto Loan,30,12,0.3,9,Standard,1451.72,23.21563866,33 Years and 5 Months,Yes,5.262291048,36.97395846,Low_spent_Small_value_payments,298.7957922,2023-09-01
CUS_0x16f8,66681.8,5278.816667,2,1,11,0,,4,12,3.55,2,Good,679.2,29.76804419,25 Years and 11 Months,No,0.0,77.6304729,High_spent_Medium_value_payments,700.2511938,2023-09-01
CUS_0x180a,35911.33_,3003.610833,3,3,2,2,"Not Specified, and Home Equity Loan",9,16,5.5,3,Standard,739.82,24.68080569,18 Years and 4 Months,No,39.11288223,250.3737555,!@9#%8,300.8744456,2023-09-01
CUS_0x18e2,16906.81,1167.900833,9,8,33,9,"Credit-Builder Loan, Personal Loan, Personal Loan, Not Specified, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, and Auto Loan",49,21,3.43,6,Bad,1559.16_,36.22596555,13 Years and 6 Months,Yes,110.7886269,74.28348248,High_spent_Large_value_payments,235.3753992,2023-09-01
CUS_0x1938,31481.45,2834.454167,4,3,8,0,,21,15_,11.45,5,Good,650.3,30.52247141,33 Years and 5 Months,No,0.0,80.64156079,High_spent_Medium_value_payments,452.8038559,2023-09-01
CUS_0x1abc,28431.06,2610.255,5,6,14,2,"Mortgage Loan, and Home Equity Loan",9,15,8.94,4,_,1098.59,27.01269594,23 Years and 0 Months,Yes,31.15049795,155.9639584,Low_spent_Small_value_payments,363.9110436,2023-09-01
CUS_0x1be2,104509.53,8791.1275,8,7,5,3,"Home Equity Loan, Not Specified, and Credit-Builder Loan",30,15,17.31,7,Standard,781.83,27.09092141,27 Years and 11 Months,Yes,176.243487,309.3430765,!@9#%8,673.5261865,2023-09-01
CUS_0x1c70,31604.58_,2378.715,1,2,10,4,"Auto Loan, Not Specified, Student Loan, and Auto Loan",9,6,2.86,3,Good,946.91,34.57481503,18 Years and 2 Months,No,65.50581843,45.55353107,High_spent_Large_value_payments,366.8121505,2023-09-01
CUS_0x1c89,8723.565,506.96375,1201,10,33,9,"Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Not Specified, Home Equity Loan, Personal Loan, Debt Consolidation Loan, and Credit-Builder Loan",45,25,16.6,14,Bad,4200.42,33.51217254,13 Years and 0 Months,Yes,45.16312883,18.58383834,Low_spent_Medium_value_payments,266.9494078,2023-09-01
CUS_0x1ccf,8381.025,852.41875,6,769,22,2,"Home Equity Loan, and Home Equity Loan",57,20,0.51,8,Bad,1465.19,39.44097661,6 Years and 6 Months,Yes,7.348140838,57.10982306,Low_spent_Small_value_payments,310.7839111,2023-09-01
CUS_0x1d56,53127.72,4655.31,7,6,34,3,"Not Specified, Personal Loan, and Mortgage Loan",37,16,7.04,16,Standard,1752.55,42.4235402,20 Years and 6 Months,Yes,87.57835313,103.178921,High_spent_Medium_value_payments,524.7737259,2023-09-01
CUS_0x1d64,73627.68,6280.64,6,6,19,2,"Debt Consolidation Loan, and Personal Loan",13,13,16.71,6,Standard,946.92,25.83028497,26 Years and 2 Months,Yes,67.09929401,168.4992473,Low_spent_Medium_value_payments,672.4654586,2023-09-01
CUS_0x1d86,47725.98,4099.165,7,8,32,3,"Auto Loan, Mortgage Loan, and Payday Loan",45,11_,10.52,15,Standard,2554.95,29.02730324,14 Years and 2 Months,Yes,65.97000195,420.8290956,Low_spent_Small_value_payments,213.1174025,2023-09-01
